4259341;26015892;25532204;
4259341;25532204;3522106301;
4259341;3522106301;3522106300;
4259341;3522106300;112597522;
4259341;112597522;3522106294;
4259341;3522106294;25532205;
4259341;25532205;3522105991;
4259341;3522105991;112597525;
4259343;26015879;3092764697;
4259343;3092764697;3713666408;
4259343;3713666408;3092764705;
4259343;3092764705;3713666409;
4259343;3713666409;25532146;
4259343;25532146;3713666412;
4259343;3713666412;3092764699;
4259343;3092764699;3713666415;
4259343;3713666415;25532145;
4259343;25532145;3713666420;
4259343;3713666420;3092764710;
4259343;3092764710;25532144;
4259343;25532144;3713667325;
4259343;3713667325;26122713;
4259344;26122714;3713667326;
4259344;3713667326;25532193;
4259344;25532193;3713666418;
4259344;3713666418;25532222;
4259345;26122714;25532197;
4259345;25532197;3713667327;
4259345;3713667327;3713666423;
4259345;3713666423;3713666422;
4259345;3713666422;25532199;
4259345;25532199;3713666421;
4259345;3713666421;3713666419;
4259345;3713666419;25532200;
4259345;25532200;3713666416;
4259345;3713666416;3713666414;
4259345;3713666414;3713666413;
4259345;3713666413;25532201;
4259345;25532201;25532202;
4259345;25532202;26015889;
4306661;26057853;3713963415;
4306661;3713963415;3713963413;
4306661;3713963413;26057854;
4306661;26057854;3713963408;
4306661;3713963408;112654450;
4306661;112654450;3713963403;
4306661;3713963403;3713963401;
4306661;3713963401;112654452;
4306661;112654452;3713963399;
4306661;3713963399;26057855;
4306661;26057855;3713963397;
4306661;3713963397;112653914;
4306661;112653914;3713963395;
4306661;3713963395;26057856;
4306661;26057856;3713963392;
4306661;3713963392;112653915;
4306661;112653915;3713963393;
4306661;3713963393;3713963394;
4306661;3713963394;26057857;
4306661;26057857;3713963396;
4306661;3713963396;112653406;
4306661;112653406;3713963398;
4306661;3713963398;26057858;
4306661;26057858;3713963400;
4306661;3713963400;26122720;
13798046;128580161;2490198492;
13798046;2490198492;128580163;
13798046;128580163;128580166;
13798046;128580166;128579822;
13798046;128579822;3092764690;
13798046;3092764690;128579825;
13798089;128581932;5291597608;
13798089;5291597608;2490198488;
13798089;2490198488;128581937;
13798105;2490198483;2490198482;
13798158;3092764704;128587399;
13798158;128587399;128587401;
13798158;128587401;128587402;
13798158;128587402;128587405;
13798158;128587405;128587408;
13798158;128587408;128587410;
13798158;128587410;128587416;
13798192;128587416;128588840;
13798192;128588840;128588844;
13798192;128588844;5291598232;
13798192;5291598232;128588845;
13798192;128588845;5291598233;
13798192;5291598233;128588848;
13798192;128588848;128588850;
13798192;128588850;128588853;
13798192;128588853;128588856;
13798192;128588856;128588858;
13798242;3092764696;128578693;
13798242;128578693;128578696;
13798242;128578696;128578699;
13798242;128578699;128578701;
13798242;128578701;128578702;
13798272;128607704;128594096;
13798272;128594096;128594097;
13798272;128594097;128594098;
13798272;128594098;128594099;
13798272;128594099;128594102;
13798272;128594102;128594103;
13798272;128594103;128594106;
13798272;128594106;128594107;
13798272;128594107;128594109;
13798272;128594109;128594110;
13798272;128594110;128594112;
13798272;128594112;2490198489;
13798272;2490198489;3092764702;
13798272;3092764702;128579825;
13798291;128588858;2354389954;
13798291;2354389954;2354389956;
13798291;2354389956;2354389958;
13798291;2354389958;2354389944;
13798291;2354389944;2354389953;
13798291;2354389953;2354389946;
13798291;2354389946;2354389945;
13798291;2354389945;2354389955;
13798291;2354389955;2354389948;
13798291;2354389948;2354389949;
13798291;2354389949;2354389950;
13798291;2354389950;128580161;
13798541;128583031;2490198483;
13798545;128583033;4452315949;
13798545;4452315949;128578706;
13798575;128591054;128591056;
13798575;128591056;128591059;
13798575;128591059;128591062;
13798575;128591062;128591064;
13798575;128591064;128591066;
13798575;128591066;128591068;
13798575;128591068;128591070;
13798575;128591070;128591072;
13798575;128591072;128591075;
13860800;1352646998;4464130487;
13860800;4464130487;4731670855;
13860800;4731670855;130075601;
13860800;130075601;4464130488;
13860800;4464130488;130075593;
13860802;130075593;4464130690;
13860802;4464130690;130075701;
13860802;130075701;4464130689;
13860802;4464130689;130075702;
13860802;130075702;130075703;
13860802;130075703;4464130691;
13860802;4464130691;130075706;
13860802;130075706;4464130692;
13860802;4464130692;130075708;
13860802;130075708;4464130693;
13860802;4464130693;3092747277;
13860802;3092747277;130075709;
13860802;130075709;3092747274;
26248559;4378186376;4907385134;
26248559;4907385134;4378186209;
26248559;4378186209;4378186138;
26248559;4378186138;2156104173;
26248559;2156104173;4378185977;
26248559;4378185977;4378185958;
26248559;4378185958;287458429;
26248559;287458429;2156098702;
26248559;2156098702;4378185663;
26248559;4378185663;2156104175;
26248559;2156104175;4378185615;
26248559;4378185615;430006697;
26248559;430006697;287458442;
26248559;287458442;287458440;
26248559;287458440;3554953684;
26248559;3554953684;4210849144;
26248559;4210849144;4210849143;
26248559;4210849143;4202779474;
26248559;4202779474;5454496154;
26248559;5454496154;412246600;
26248564;411506246;444011315;
26248564;444011315;444004669;
26248564;444004669;4718388084;
26248564;4718388084;444004670;
26248564;444004670;444004671;
26248564;444004671;444004672;
26248564;444004672;444004676;
26248564;444004676;444004673;
26248564;444004673;444004674;
26248564;444004674;444011311;
26248564;444011311;287458452;
27103792;4478069058;297369724;
27103792;297369724;5284518530;
27103792;5284518530;5284518531;
27103792;5284518531;5284518532;
27103792;5284518532;4478069059;
27103792;4478069059;297369739;
27103792;297369739;4478069033;
27103792;4478069033;297369726;
27103792;297369726;4393941395;
27289994;299573551;299607856;
27289994;299607856;299597869;
27289994;299597869;5307690000;
27289994;5307690000;122491913;
27290079;5198563347;3570149214;
27290079;3570149214;3570149216;
27290079;3570149216;299579035;
27290079;299579035;5307690010;
27290079;5307690010;1106006315;
27290079;1106006315;5307690011;
27290079;5307690011;5307690007;
27290079;5307690007;1106006333;
27290127;299580145;5308687548;
27290127;5308687548;299599582;
27290127;299599582;299590514;
27290127;299590514;299583544;
27290127;299583544;299590114;
27290127;299590114;5307690006;
27290127;5307690006;299592087;
27290127;299592087;4478069061;
27290127;4478069061;5307690005;
27290127;5307690005;5308687559;
27290127;5308687559;1106006331;
27290127;1106006331;5308687560;
27290127;5308687560;3570149219;
27290127;3570149219;5198563347;
27290127;5198563347;5308687562;
27290127;5308687562;299579766;
27290137;299579890;5308687561;
27290137;5308687561;5198563349;
27290137;5198563349;299580230;
27290137;299580230;5308687557;
27290137;5308687557;1106006305;
27290137;1106006305;5308687556;
27290137;5308687556;299599501;
27290137;299599501;299599440;
27290137;299599440;299590394;
27290137;299590394;1108076408;
27290191;1352647025;5307690222;
27290191;5307690222;299592374;
27290191;299592374;299599024;
27290191;299599024;297369742;
27290217;299580961;5308687554;
27290217;5308687554;3570149231;
27290217;3570149231;5308687555;
27290217;5308687555;1106006305;
27290217;1106006305;5308687558;
27290217;5308687558;1106006331;
27290217;1106006331;5307690013;
27290392;299583501;5307690003;
27290392;5307690003;1106006324;
27290392;1106006324;299583544;
27290952;299592087;299592133;
27290952;299592133;1106006309;
27290952;1106006309;1731169595;
27290952;1731169595;4478069063;
27290999;299592374;299592379;
27291160;299594483;5291836459;
27291160;5291836459;4751793199;
27291160;4751793199;4751793197;
27291160;4751793197;299574281;
27291249;299594484;299610764;
27291249;299610764;1290710590;
27291249;1290710590;299610586;
27291456;773982490;4452315771;
27291456;4452315771;4452315772;
27291456;4452315772;773982495;
27291456;773982495;4452315770;
27291456;4452315770;773982498;
27291456;773982498;773982485;
27291456;773982485;773982494;
27291486;299598126;299597866;
27291520;299598639;299598126;
27291520;299598126;299598638;
27291520;299598638;299598676;
27291749;299598639;299599207;
27291749;299599207;299597869;
27292207;130075497;299604253;
27292207;299604253;299604350;
27292207;299604350;299604140;
